PostId,PostUrl,PostEngagement,Platform,ChannelID,ChannelName,ChannelUid,ChannelUrl,ChannelEngagement,post_body_text,GoogleAudioText,VoskAudioText,EmbeddedContentText,published_at,post_data,post_media_urls,LikesCount,SharesCount,CommentsCount,ViewsCount,post_media_file,embedded_post_text,search_data
461173229,https://twitter.com/CityofAtlanta/status/1902027657493316091,,Twitter,10567905,"City of Atlanta, GA",blank_for_now,blank_for_now,"{""follower_count"":631965,""following_count"":763,""like_count"":null,""post_count"":21927,""views_count"":null,""comment_count"":null,""share_count"":null}","""During my time here, I've delivered transformative initiatives, including launching Mayor Dickens' Creative Industries Grant Fund, driving Foreign Direct Investment to position Atlanta as a top global business destination, and leading the City of Atlanta's Food Access Strategy to ensure 85 percent of Atlantans are within half a mile of fresh food."" – Laurie Prickett, Senior Vice President, Economic Development, Invest Atlanta.

Explore wonderful employee spotlights and more in our 2024 Annual Report—now available. Link in bio. #EmployeeSpotlight #MovingAtlantaForward

Video by: Christopher Peters, City of Atlanta, Office of the Mayor", ,no longer populated,,2025-03-18T16:01:46.000Z,post data removed,,1,1,1,1021,,
456639559,https://twitter.com/CityofAtlanta/status/1899505772058337743,,Twitter,10567905,"City of Atlanta, GA",blank_for_now,blank_for_now,"{""follower_count"":631889,""following_count"":764,""like_count"":null,""post_count"":21879,""views_count"":null,""comment_count"":null,""share_count"":null}","We celebrated the launch of Invest Atlanta’s Annual Report, highlighting the strategic investments and community partnerships shaping Atlanta’s growth. From supporting nearly 2,000 small businesses to financing affordable housing and expanding fresh food access, these efforts drive a more equitable and thriving city. Special thanks to Dr. Klementich, COO Arnold, the Invest Atlanta team, and our community partners for their leadership and dedication. #InvestAtlanta #MovingAtlantaForward

Photos by: Josh Spruiel, City of Atlanta, Office of the Mayor", ,no longer populated,,2025-03-11T17:00:41.000Z,post data removed,,2,1,0,1362,,
452443286,https://www.facebook.com/nycjayjay/posts/pfbid0q8iQQtGqsp7nFzdhwPJ6msxvTfPjVN25agjhPEz2DC1ybnjw2f3S1tkcBrjMy9RSl,,Facebook,30254143,Jay Kuo,blank_for_now,blank_for_now,"{""follower_count"":129000,""following_count"":null,""like_count"":0,""post_count"":null,""views_count"":null,""comment_count"":null,""share_count"":null}","Here was my piece from yesterday on Trump’s tariffs:
___

It was a perfect encapsulation of the chaos that Trump has wrought. As he announced yesterday that he was going to proceed with 25 percent tariffs against Canada and Mexico and hike another 10 percent on China, a widget on the Fox Network showed the Dow Jones crashing in response.

[see comments for link to video]

By the end of the day, the Dow had erased over 600 points as investors braced for economic impact. Then last night, Trump rolled the dice, allowing the new tariffs to go into place, citing a failure by our trading partners to control the flow of fentanyl.

That was a red herring, of course. Trump wants something to point to in order to demonize our biggest trading partners. Now American consumers will suffer. And U.S. exporters also are about to see tens of billions in retaliatory tariffs. The pain will likely only grow from there.

**The impact on consumers

Unless Trump reverses himself, expect prices to rise on pretty much everything. China, Canada and Mexico provide most of the manufactured goods, raw materials and agricultural products imported by U.S. companies. Cars, cell phones, computers, tequila, fresh vegetables and fruit, gasoline—nearly everything we buy will see an impact, on top of the already high price of eggs.

Across-the-board tariffs means importers will either need to absorb those extra costs or pass them along to consumers in the form of higher prices. And as the cost of imported products rise, it will be tempting for U.S. companies to raise domestic prices as well in order to take advantage of the surge in inflation and pad their profits.

At least, that’s how most economic experts see it. Not so the White House. In February, Trump acknowledged that his new tariffs could cause “some pain” but insisted our trading partners, and not U.S. consumers, would bear the brunt of it. Similarly, Trump’s top trade advisor, Peter Navarro, who recently went to prison for refusing to testify before Congress about January 6, claimed on Monday that inflation from tariffs would be “second-order small.”

The U.S. imports over $900 billion annually from Canada and Mexico, so it’s hard to see how a 25 percent hike would only produce small amounts of inflation. Indeed, most economists and studies show that the effect will be noticeable and widespread.

“Because of the combination of these three countries, it’s going to be difficult to go down an aisle of a grocery store and not see some sort of inflationary effect,” Jason Miller, a professor of supply chain management at Michigan State University, told the New York Times.

**The impact on exporters and manufacturers

There’s a flip side to U.S. tariffs: our partners’ retaliatory ones.

China, Canada and Mexico have all been preparing for the possibility that Trump would do just this, though they tried hard to dissuade him from this course, including expending considerable energy, with notable success, in reducing fentanyl flows across the border.

For Canada, this is particularly frustrating because it doesn’t really have a fentanyl border smuggling problem to begin with. As the Times reported,

Just 19 kilograms of fentanyl were intercepted last year at the Canada-U.S. border, compared with almost 9,600 kilograms at the border with Mexico, according to U.S. Customs and Border Protection. And an investigation by The Globe and Mail, a newspaper in Toronto, found that the Canadian figure was inflated by the inclusion of seizures that were not related to the border.

Prime Minister Justin Trudeau said in a statement,

“Today, after a 30-day pause, the United States administration has decided to proceed with imposing 25 per cent tariffs on Canadian exports and 10 per cent tariffs on Canadian energy. Let me be unequivocally clear – there is no justification for these actions.”

He went on to lay out what Canada planned in response.

Should American tariffs come into effect tonight, Canada will, effective 12:01 a.m. EST tomorrow, respond with 25 per cent tariffs against $155 billion of American goods – starting with tariffs on $30 billion worth of goods immediately, and tariffs on the remaining $125 billion on American products in 21 days’ time. Our tariffs will remain in place until the U.S. trade action is withdrawn, and should U.S. tariffs not cease, we are in active and ongoing discussions with provinces and territories to pursue several non-tariff measures.

Other Canadian politicians are reacting with outrage to Trump’s imposition of tariffs. Ontario Premier Doug Ford warned, “If they want to try to annihilate Ontario, I will do everything — including cut off their energy with a smile on my face.” He continued, “They rely on our energy, they need to feel the pain. They want to come at us hard, we’re going to come back twice as hard.”

Premier Ford added that Michigan auto plants would likely shut down within a week and that he would halt nickel shipments and cross-border transmission of electricity from Ontario to the U.S. “I’m going after absolutely everything,” Ford said.

In contrast to Canada, Mexico’s President Claudia Sheinbaum had taken a cautious approach, continuing to make a strong case against tariffs and even endeavoring to prove her country is doing everything possible to allay Trump’s asserted concerns. As the Associated Press reported, last week Mexico turned over 29 drug cartel figures to the U.S. and dismantled over 100 drug labs of the Sinaloa Cartel. But these efforts were brushed aside by Trump as insufficient, signaling that he had never been very serious about tying fentanyl to tariffs.

In response to Trump’s renewed tariff threat, President Sheinbaum cautioned, “It’s very important that the people know that we have made a very important effort of coordination, of collaboration, but it depends on the United States,” Sheinbaum said. “We have to respond to this decision.” An announcement of retaliatory measures by Mexico is expected later this week.

China responded to Trump’s hike in tariffs with a measured response, announcing a 15 percent new tariff on U.S. chicken, wheat, corn and cotton products and a 10 percent tariff on sorghum, soybeans, pork, beef, fruits, vegetables, dairy and fish products. “The Chinese people have never believed in coercion or intimidation, nor do we succumb to bullying and hegemonic tactics,” Chinese Foreign Ministry spokesperson Lin Jian said at a regular briefing in Beijing on Tuesday.

The last time China responded to Trump’s tariffs, farmers across the Midwest were hit badly enough that they needed a $28 billion bailout from the federal government. Trump appears to understand that there will be pain in the form of Chinese retaliation. He tweeted that U.S. farmers need to “start making a lot of agricultural product to be sold INSIDE of the United States” and further warned that there will be more tariffs on external farm products coming in a month.

[See comments for post from Trump]

He ended with, ”Have fun!” Because he just doesn’t care.

**Tariffs are the new unwelcome disaster

The tariffs come at a particularly dicey time for the U.S. economy. They could easily deal a further blow to consumer confidence, which already saw a sharp decline last month. Moreover, a sharp uptick in inflation could cause the Federal Reserve to hold the line on cutting interest rates, meaning less money in the pockets of home borrowers and less investment and expansion by companies faced with higher borrowing costs.

Tariffs will add weight to an alarming projection by the Atlanta Federal Reserve that we are headed from what was 3 percent growth to a 2.8 percent contraction this quarter. There is already generalized uncertainty and anxiety over the Trump administration’s policies. These include hundreds of thousands of across-the-board federal job cuts, the loss of critical research funding from the NIH, a threatened gutting of Medicaid and food assistance programs, the possibility of payment disruptions from Social Security, and a looming possibility of a federal shutdown in just over a week should Congressional House Republicans fail to agree upon a continuing resolution to fund the government. That’s just to name a few.

The technical economic term for all of this is a “shit show.” And Trump’s tariffs only deepen the economic cliff we may soon hurtle into.

* * *

To receive my daily piece on U.S. political and legal developments, follow this page or send me a friend request, then see the replies below to enroll at my site. 

My work is supported by subscriptions, so if you’re able to help, consider becoming a paid supporter.", ,no longer populated,,2025-03-05T11:49:02.000Z,post data removed,,2466,1116,292,0,,
433918347,https://www.instagram.com/p/DF3Lf_URB7r/,,InstagramDirect,29017369,AJC,blank_for_now,blank_for_now,"{""follower_count"":133404,""following_count"":891,""like_count"":751982,""post_count"":7380,""views_count"":9827100,""comment_count"":33744,""share_count"":0}","Demolition, redevelopment or transformation has claimed several long-standing malls across metro Atlanta, and now another mall in Georgia is slated for rebirth.

Lakeshore Mall in Gainesville is the latest suburban retail hub poised for a mixed-use makeover, trading mall corridors and food courts for apartments and a town center vibe.

Gainesville leaders recently approved the mall’s rezoning, allowing for demolition to begin next year. Lakeshore’s redevelopment is expected to be complete in 2028.

“Over the next few years, we will transform Lakeshore into a dynamic, pedestrian-friendly destination, reimagining underutilized space into an open-air environment that fosters connection, gathering and a sense of community,” Jesse Shannon, Branch Properties’ president, partner and chief investment officer, said in a news release.

Read more at the link in our bio.

🖋️ : Zachary Hansen | AJC
📷 : Courtesy Branch Properties", ,no longer populated,,2025-02-09T18:30:25.000Z,post data removed,,295,0,1,0,,
433804953,https://www.instagram.com/p/DF3CUDezYdL/,,InstagramDirect,29017349,Silence the Shame,blank_for_now,blank_for_now,"{""follower_count"":33733,""following_count"":913,""like_count"":16674,""post_count"":4633,""views_count"":10880,""comment_count"":211,""share_count"":0}","Black Health Matters is bringing the Winter 2025 Health & Expo Summit to Atlanta, and we’re excited to join the conversation on community health and wellness. ⁠
⁠
Access to care, fresh food, and resources shouldn’t depend on where you live—this event is about ensuring everyone has the tools to thrive. With expert panels, free health screenings, and interactive sessions, it’s time to take charge of your well-being. Join us and invest in your health! ⁠
⁠
#silencetheshame #mentalwellness #mentalhealth #BlackHealthMatters #BlackHealthStartsHere", ,no longer populated,,2025-02-09T17:10:24.000Z,post data removed,,39,0,1,0,,
433723254,https://www.facebook.com/SilenceThShame/posts/pfbid0kTeDEoqCUYit3pS35hmbU4EPWP1rBpn7MsCHtftiNuJAFXevt366Tj7tyiW33zt7l,,Facebook,30249397,SilenceTheShame,blank_for_now,blank_for_now,"{""follower_count"":8100,""following_count"":null,""like_count"":6602,""post_count"":null,""views_count"":null,""comment_count"":null,""share_count"":null}","Black Health Matters is bringing the Winter 2025 Health & Expo Summit to Atlanta, and we’re excited to join the conversation on community health and wellness. 

Access to care, fresh food, and resources shouldn’t depend on where you live—this event is about ensuring everyone has the tools to thrive. With expert panels, free health screenings, and interactive sessions, it’s time to take charge of your well-being. Join us and invest in your health! 

#silencetheshame #mentalwellness #mentalhealth #BlackHealthMatters #BlackHealthStartsHere", ,no longer populated,,2025-02-09T17:10:08.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRFB5WWpRPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0976dab364fbf315a76e17833df498e796cf5154/post-30249397-433723254-thumbnail,5,3,0,0,,
428601969,https://www.facebook.com/QasimRashid/posts/pfbid0nbNd3KBwm4hYpGvz5SsHqUVYSYU1B9VT8voKXF544jpSbCmDTa9p4QYxcuWYh5Shl,,Facebook,5048701,Qasim Rashid,blank_for_now,blank_for_now,"{""follower_count"":134000,""following_count"":null,""like_count"":131860,""post_count"":null,""views_count"":null,""comment_count"":null,""share_count"":null}","This Black History Month remember that human trafficking was legal. Slavery was legal. Jim Crow was legal. The US Government paying reparations to white enslavers and not to the enslaved was legal. Prison slavery is still legal. The lesson is—do not let legality and power be a measure of morality and justice. And this is the lesson to remember now as the new MAGA government dismantles every semblance of a functioning society under the guise of “law and order.” Their acts are not only likely illegal, they are absolutely immoral and unjust. And unless we act with immediate urgency the damage done will be irreparable. What are these injustices, and how do we work with meaningful action to counter them? Let’s Address This.

In just a few weeks, the Trump administration has unleashed some of the most sweeping assaults on democracy, civil rights, and global stability in modern history. Every move has been calculated to entrench authoritarian control, whether by punishing law enforcement officials who prosecuted insurrectionists, dismantling public health protections, handing over government power to billionaires, criminalizing diversity and thought, or upending global trade agreements. These are not the actions of a democratic leader—they are the hallmarks of a fascist regime.

Here are seven of the most dangerous actions Trump has taken so far—and likewise—what actions can take to counter and protect from the harm he is causing.

1. Handing an Unelected Billionaire Control Over Americans’ Financial Data
Trump’s Treasury Secretary, Scott Bessant, has granted Elon Musk full access to sensitive Treasury data, including Social Security and Medicare payment systems. Musk’s cronies have reportedly blocked out government officials from their own systems. This means Musk, a private billionaire with no official government position, now has direct access to:

Federal grant and loan distributions

Social Security and Medicare benefits records

Government contractor payments, including those that compete directly with Musk’s companies

This is blatant corruption. Musk previously publicly pressured Trump to fire the FAA administrator after the agency fined SpaceX for safety violations. The administrator was fired on January 20th. And we’ve already seen the devastation caused in air traffic. Two days later, Trump’s Treasury Department handed Musk access to the most sensitive financial data in the country.

A reminder once more that the President has zero authority to reallocate funds already appropriated by Congress for a particular purpose. And an unelected billionaire oligarch has even less than zero authority to hijack and reallocate funds.

If Musk were an elected official, this would be a massive conflict of interest. Instead, it’s something even worse: a billionaire oligarch being given unchecked power over Americans’ financial information. If any other nation on Earth did this we’d consider it a coup. And that’s what this is. This is a coup. A hostile takeover. A Constitutional crisis. Meanwhile, a reminder that 16 Democrats joined Republicans to confirm the billionaire hedge fund manager Bessant, who is now handing over the keys to our $28T economy to Musk.

2. Weaponizing the Justice System: Firing FBI Officials Who Investigated the Insurrection
This attempted purge of FBI officials involved in the prosecution of January 6th insurrectionists is of the most chilling early actions of the Trump regime. A reminder that Trump pardoned 1,500 white supremacist felons convicted for their role in the violent coup attempt. The people who stormed the Capitol in tactical gear, wore “Camp Auschwitz shirts,” beat police officers to death, and openly called to execute public officials are now free to walk the streets, while the law enforcement officials who held them accountable are being punished for doing their jobs.

Now, the Department of Justice has ordered the termination of eight senior FBI officials and demanded a list of every agent who worked on prosecuting January 6 insurrectionists. This is a direct authoritarian attack on law enforcement officials who dared to uphold the rule of law. In response, several of my contacts in the FBI leaked the following internal updates to me:

When told they were being fired, the FBI executives refused to leave. The Agents Association advised the Administration that it was unlawful by statute. They told the Administration they are required full formal OPR [Office of Professional Responsibility] adjudication before dismissals as we are not political appointees. So the Administration threatened that “we will OPR you” and all executives said “go for it.” Bottom line no one was walked out. The Administration backed down once they were threatened with legal action. They may OPR everyone but good luck with that. This makes me feel much better. Keeping you up to date.
One of the first rules in resisting autocracy is “do not comply in advance.” Therefore, it is encouraging to see that the targeted FBI officials have threatened legal action, which has temporarily halted the firings. The FBI has also refused to turn over the names of agents involved in January 6th cases until the DOJ provides a legal justification. As a reminder, this is the same tactic Trump used last week when he attempted to purge 17 Inspectors General. The IGs also responded by pointing out that Trump did not follow the legal procedure to fire them, and therefore refused to leave their posts. Finally, USDA Inspector General Phyllis Fong was forced to leave. This is courage in the face of fascism.

Clearly, Trump does not support law enforcement. He only supports law enforcement when it is a tool to uphold white supremacy and silence dissent.

3. Censoring Public Health: Erasing Critical Medical Information
The Trump regime has purged crucial public health resources from government websites, an action that medical experts warn will cost lives. The Centers for Disease Control and Prevention (CDC) has removed:

Contraception guidance

HIV prevention and treatment resources

Studies on mental health in transgender and nonbinary communities

Data on bullying, suicide rates, and drug use in marginalized communities

The Infectious Diseases Society of America has condemned these removals, stating that erasing HIV information directly undermines efforts to end the epidemic, and will lead to more death. Indeed, as we still recover from the deadly COVID pandemic, we know all too well how stripping access to health resources costs lives. This move by the Trump regime will kill people, and sadly that appears to be the point.

4. Reviving Concentration Camps: 30,000 Migrants to Be Detained at Guantanamo Bay
Trump’s Department of Homeland Security (DHS) is preparing to detain up to 30,000 migrants at Guantanamo Bay in Cuba.

This is not just a return to some of the darkest moments of U.S. history—it is an intentional echo of Executive Order 9066, which led to the mass internment of Japanese Americans during World War II. Already we see reports of ICE illegally detaining U.S. citizens, assuming they are “illegal” because of the color of their skin. Meanwhile DHS Secretary Noem, whom 6 Democrats joined Republicans to confirm, is on the streets with ICE assisting, even as IC raids of schools and hospitals. Yes, even children are not spared this cruelty, including sick children. For example, the Children’s Hospital of Atlanta sent a notice to its entire staff to prepare for ICE raids, and provided guidance on how to remain calm when they show up. The Trump regime wants Americans to believe that “freedom” is targeting and arresting sick children at their most vulnerable point in life. Barbaric.

And for those who claim that “America is becoming 1930s Germany”, let’s remember that in the 1930s, Hitler sent his lawyers to study U.S. segregation laws, ultimately to model his own genocidal policies. America was Hitler’s blueprint, and shockingly, Hitler’s lawyers reported back to him that the U.S. segregation laws were in fact “too extreme, even for Nazis.” (The pre-eminent book on this topic is Hitler’s American Model by Princeton Professor James Q Whitman). Trump is not “copying 1930s Germany,” but reviving 1920s America—the America of Jim Crow, immigration bans, women’s oppression, and state-sanctioned racial violence.

That is what “MAGA” has always meant.

5. Shutting Down Humanitarian Aid: USAID Purge
The Trump regime has virtually dismantled the U.S. Agency for International Development (USAID)—the agency responsible for providing humanitarian aid to people in crisis worldwide.

At least 56 senior USAID officials have been placed on administrative leave, while over $1 billion in critical aid has been frozen. This means:

Food assistance for starving children has been blocked

Medical aid for war-torn regions has been suspended

Disaster relief programs have been dismantled

All of this is being carried out under Secretary of State Marco Rubio, whom Democrats joined Republicans in unanimously confirming 99-0.

This is not just MAGA cruelty—it is bipartisan complacency.

6. Igniting a Trade War: Tariffs That Will Crush Consumers
Trump has recklessly imposed a 25% tariff on all goods from Canada and Mexico and a 10% tariff on all imports from China. These tariffs are scheduled to go live on Tuesday at midnight February 4 Let’s be clear: Tariffs are not paid by foreign governments or foreign companies. They are paid by American consumers. And unsurprisingly, Canada and Mexico have already announced retaliatory tariffs:

Canada is imposing 25% tariffs on $155 billion worth of U.S. exports

Mexico is planning tariffs on U.S. pork, cheese, fresh produce, and steel

This will skyrocket prices for consumers while crushing American businesses that rely on exports. Trump either doesn’t understand basic economics or doesn’t care how much working people suffer. At a time of historically high wealth and income inequality, this reckless move will further crush working people.

7. The Ideological Purge: Attacking DEI and Silencing Journalists
As I’ve documented before, Trump is purging non-white officials, political opponents, women, and journalists from federal agencies and the Pentagon. Specifically, since taking office, he has:

Canceled student visas for pro-Palestinian protesters, a clear First Amendment violation

Ordered Politico, the New York Times, and NBC to vacate their Pentagon offices, and has replaced them with OANN, Breitbart, and the New York Post—right wing outlets with a history of bias and disinformation

Attempted to force out federal employees who are not ideologically aligned with the “Trump agenda”

Purged all DEIA verbiage, actions, and initiatives from all Federal agencies, and openly demonized Black and brown people, disabled people, and women as the cause of America’s problems

This is not about government reform. It is about creating a one-party fascist state where Trump controls the media, purges opposition, and rules with unchecked power.

How Do We Respond With Meaningful Action?
“So what do we do?” is a question I receive dozens of times per day. I answer in detail below. To be sure, the worst thing we can do is give up. Autocrats want capitulation through exhaustion and compliance through fear. Do not give them that fuel.

Instead, in response to the 7 fascist actions cited above, I offer below 7 acts we can take to enact meaningful change for justice. Even if you don’t know where to begin or don’t have expendable funds, you can play a meaningful role. Some of these action items below have immediate effect and others take time. I ask you to engage in both.

Federal Employees — Use All Legal Means At Your Disposal: The eight FBI agent executives and the 17 Inspectors Generals refusing to comply in advance with unlawful firings are two excellent examples to follow. As federal employees, you have rights and protections. Contact employment attorneys in your area and speak to labor rights organizations. Understand your rights and know your rights. Get in good trouble, as John Lewis reminds us. Fight tooth and nail for your position, as your actions set a precedent for the future. Set the precedent of resisting autocratic terminations. Use your full constitutional protections to drag out every case imaginable and clog up the legal system for the Trump regime. If even 10% of the 2.3 million federal employees stand united and resist through the court system, you will slow down Trump autocracy. Do not capitulate to autocracy, combat autocracy with the full power of the law.

Democrats in Congress - Do Something More Than Tweet Your Outrage: Your constituents are angry, tired, and confused at your apathy, silence, and lack of organization. For your convenience, I have a short list of questions that should not be hard to answer:

Who is your party leader who should be coordinating all counter-fascism efforts and calling the shots on how to protect the American people?

Where are the daily press conferences and media blitzes documenting Trump’s fascism?

Where are the courageous protests by Members of Congress on the Capitol steps like former Congresswoman Cori Bush held in 2020 to protest the end of the rent moratorium during COVID?

Where are the Senate investigations into Trump’s corruption and Musk’s illegal access to the Treasury? How are you protecting our sensitive data?

Where are the guidances on what to do if our care is denied or the resources on getting accurate healthcare information removed from the CDC website? Where are the guidances if our SNAP, TANF, or Section 8 is denied?

Where are the barrage of lawsuits to clog up Trump’s fascist Executive Orders? For example, between lawsuits and floor votes, Republicans have attempted to repeal the ACA more than 100 times, even when in the minority, and now they might finally succeed in doing so. If Republicans can organize this effectively to strip our healthcare, why can’t you organize even half this effectively to protect our human rights?

Moreover, as Indivisible Co-Executive Director Leah Greenberg excellently said:

Democrats can oppose all Trump nominees, deny unanimous consent to slow senate proceedings, vote no on all cloture, force quorum calls at every chance. It’s a constitutional crisis. There is absolutely no reason the Senate should be connecting business as usual.

All of the above actions are wholly within Democrat control, even as the minority party—yet we see virtually none of it. Stop hiding behind the excuse of being a minority party, and start working with the awesome power of Congress afforded to you.

Everyone - Activate: Get involved in your local politics, which affects you more than most realize. Whether it is your local school board, your local city council, or your local immigrant rights organization—get involved. Show up to the next meeting, meet your local elected officials, and, for example, make sure you have a local policy on how to counter ICE raids in your local schools, shelters, and hospitals. Google is your friend in finding a local calendar of events. Use it.

Everyone - Communicate: Contact your member of Congress (find them here) and relentlessly remind them that you do not support Trump’s fascist agenda. Even if they are not willing to listen to you, inundate them with calls, texts, and emails. Ensure they hear your outrage as much as possible. Here’s a sample email to send to protest the illegal FBI firings (and illegal federal terminations in general):

Hi, my name is [insert name] and I live in [city/town/zip code]. I am a constituent of Congressman/Senators [name] and I am calling to strongly oppose the firing of any rank-and-file FBI agents, and any federal civil service employees, that are suspected to happen by the White House and DOJ. 

I am asking Congressman/Senator [name] to contact DOJ and White House leadership to demand they stop any planned action into these unjust firings and forced resignations. Unlike political appointees, line FBI agents are non-partisan federal government employees that are assigned to investigate any allegation of federal crime and they do so without any bias. Firings of these agents sets a dangerous precedent that retribution could take place if a rank-and-file FBI agent investigates a federal crime. This would fundamentally damage the core of our country’s premier law enforcement agency — that justice is blind. In addition, the mass firings of FBI agents would also indefinitely halt thousands of cases into violent criminals and gangs, drug tracking organizations and cartels, and terrorists, which is a something that this Administration has promised to focus on.

I strongly believe civil service protections for line FBI agents help them maintain independence from external influence or pressure from any outside group, person, or political party, no matter what side. This issue is of the upmost priority for my representative to take action on this immediately and is something I will pay close attention to as the upcoming elections come around.
Everyone - Invest: Invest your time and your money into the people and organizations doing the front line work. If you have time to volunteer, make phone calls, knock doors, and sign petitions, do so. If you have the financial resources to donate to organizations working to protect our democracy, especially local orgs, please do so. Even a few dollars a month, if you can afford it, goes a long way. And as always, consider running for office yourself. And especially if you’re under 40, reach out to Run For Something to get started.

Everyone - Educate: It is critical we remain informed on the key issues, by educating ourselves and those around us. As corporate media sadly continues to capitulate to fascism, support writers and human rights lawyers working to stop fascism in America (e.g. like yours truly). Read the work of non-profit media like ProPublica, The Appeal, and more. We may not have the billions of dollars in autocrat dark money, but we have strength in numbers and your support makes that difference.

Everyone - Organize: Bring friends with you. You are the best ambassador for justice in your friend group—lead by example. Grab even one friend and drag them with you to the next school board meeting, city council session, next phone banking session to an elected official, or town hall in your local community. We need to build organizational capacity, and means each one reaches one to get involved. This also means consider joining the General Strike that so far nearly 200,000 Americans have joined. The goal is to reach 11 million Americans. You can find out more at GeneralStrikeUS.

Conclusion
The Southern Strategy never stopped. Capitulation to MAGA fascism is made possible because so many are willing to embrace culture wars to distract from economic injustices as long as it gives them the perception of racial superiority over Black and brown people. We need to reject these culture wars and recognize that billionaire oligarchs will undermine the humanity in all of us, left or right, if it makes them a few extra bucks. We need unity in this time of crisis.

The only way to fight back is through relentless resistance, organization, and action, as I’ve described above. It is imperative we remember what justice looks like—because none of this is just—and continue to fight for that justice. I will continue to document and expose these autocratic attacks as they unfold, and I encourage you to act on the action items mentioned above. Again—do not let legality and power be a measure of morality and justice. And finally, I need and welcome your continued support to advance my human rights advocacy.

Resist. Activate. Communicate. Invest. Educate. Organize. Subscribe. And share. Thank you for your trust in this battle for democracy itself.

---
Read full article with links and receipts here, and be sure to subscribe (for free or for a cup of coffee a month) to support my human rights advocacy and break free of the Meta algorithm restrictions: https://www.qasimrashid.com/p/magas-7-deadly-sinsso-farand-how", ,no longer populated,,2025-02-02T21:44:51.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTWVXMkRNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6dbab5f587634b202812d0ac073f0953a1750961/post-5048701-428601969-thumbnail,200,95,4,0,,
427647540,https://www.facebook.com/thedrakehouseroswell/posts/pfbid02EcDfZfgtbYpYnHEdBXrXbSkMbf6NuAS68qjujCjNqjEHWWD5AM3VmAFuNWZ1nBdDl,,Facebook,30249384,The Drake House - Roswell,blank_for_now,blank_for_now,"{""follower_count"":4700,""following_count"":null,""like_count"":4409,""post_count"":null,""views_count"":null,""comment_count"":null,""share_count"":null}","Thank you to The Imlay Foundation, for their incredible generosity and commitment to supporting families in our community! We are honored to be chosen as a grant recipient and deeply grateful for their investment in our mission.

With a desire to foster the spirit of giving, The Imlay Foundation contributes to charitable and cultural organizations with an emphasis on smaller charities in Atlanta.

Their support empowers the mothers and children at The Drake House on their journey toward economic independence and long-term stability. Through our comprehensive support system, families receive services beyond just housing, including financial and career guidance, fresh food and household essentials, youth and teen programs, and mental health care. 💜

#FoundationFriday #RoswellGA #EmpoweringFamilies #TheDrakeHouse", ,no longer populated,,2025-01-31T14:15:59.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQjR4dXpNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0c12424e383d2b523115ca98814d7eb45842d17c/post-30249384-427647540-thumbnail,6,0,0,0,,
427289441,https://www.instagram.com/p/DFfjNkfxIoY/,,InstagramDirect,29017054,The Drake House,blank_for_now,blank_for_now,"{""follower_count"":2816,""following_count"":1133,""like_count"":1491,""post_count"":1952,""views_count"":2147,""comment_count"":67,""share_count"":0}","Thank you to The Imlay Foundation, for their incredible generosity and commitment to supporting families in our community! We are honored to be chosen as a grant recipient and deeply grateful for their investment in our mission.

With a desire to foster the spirit of giving, The Imlay Foundation contributes to charitable and cultural organizations with an emphasis on smaller charities in Atlanta.

Their support empowers the mothers and children at The Drake House on their journey toward economic independence and long-term stability. Through our comprehensive support system, families receive services beyond just housing, including financial and career guidance, fresh food and household essentials, youth and teen programs, and mental health care. 💜

#FoundationFriday #RoswellGA #EmpoweringFamilies #TheDrakeHouse", ,no longer populated,,2025-01-31T14:15:52.000Z,post data removed,,6,0,0,0,,
396940428,https://www.facebook.com/11Alive/posts/pfbid02yuvJdMwCg2cMrUUXBAHnrVn63jqZec5Rb3xoANwAJZfGmhj4fnYw7vsgZN26tdC5l,,Facebook,16547456,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2041626,""following_count"":0,""like_count"":8213,""post_count"":47,""views_count"":0,""comment_count"":2067,""share_count"":406}",15 stores are getting $50K each to improve structures and buy equipment., ,no longer populated,,2024-12-22T00:45:00.000Z,post data removed,,9,0,0,0,,
