PostId,PostUrl,PostEngagement,Platform,ChannelID,ChannelName,ChannelUid,ChannelUrl,ChannelEngagement,post_body_text,GoogleAudioText,VoskAudioText,EmbeddedContentText,published_at,post_data,post_media_urls,LikesCount,SharesCount,CommentsCount,ViewsCount,post_media_file,embedded_post_text,search_data
443183335,https://twitter.com/WSAV/status/1892673125344534823,,Twitter,6924378,WSAV News 3,blank_for_now,blank_for_now,"{""follower_count"":69900,""following_count"":951,""like_count"":35277,""post_count"":198294,""views_count"":53091215,""comment_count"":6573,""share_count"":20105}",SSU students 'Pack the Pantry' https://t.co/AdEr9FLgSN via @WSAV, ,no longer populated,,2025-02-20T20:30:11.000Z,post data removed,,2,0,0,207,,
443158503,https://www.facebook.com/wsav3/posts/pfbid02NoqgzQC1UbiWR3houS1BK8AuKn3bp55BAPq6sNEVWJExGXMWLCDSGsaBgMP67ehcl,,Facebook,7881894,WSAV News 3 On Your Side,blank_for_now,blank_for_now,"{""follower_count"":368376,""following_count"":0,""like_count"":255,""post_count"":36,""views_count"":0,""comment_count"":74,""share_count"":56}","In celebration of Black History Month, Kroger is joining forces with Savannah State University to ‘Pack the Pantry’", ,no longer populated,,2025-02-20T18:00:25.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSFBDYXpVPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--91fed3e1413c5c5e7d7c87fb034086584717ff75/post-7881894-443158503-thumbnail,26,1,0,0,,
351432050,https://www.youtube.com/watch?v=lB4oG9j8JWQ,,YouTube,1775469,The National Desk,blank_for_now,blank_for_now,"{""follower_count"":306000,""following_count"":0,""like_count"":1556843,""post_count"":13342,""views_count"":199284028,""comment_count"":246959,""share_count"":0}","Kroger and Walmart, among other retailers, are beginning to test out digital price tags. But shoppers and lawmakers are worried the change could lead to surge pricing.

Read more: https://thenationaldesk.com/news/americas-news-now/digital-price-tags-causing-concerns-for-shoppers-worried-about-dynamic-pricing-surge-grocery-bill-groceries-buy-food-higher-costs-expensive-inflation-digital-price-tags

--------------------------------------

The National Desk (TND) brings you award-winning local storytelling from Sinclair Broadcast Group's local TV newsrooms across the United States and feeds from sources throughout the world.

Like us on Facebook for live feeds, video: https://facebook.com/TND/
Follow us on Twitter: http://twitter.com/TND
Follow us on Instagram: http://instagram.com/TND
Read more & watch our videos: http://thenationaldesk.com

TND covers content from Sinclair's stations in: 
Abilene-San Angelo, TX : KTXS
Albany, GA : WFXL
Albany, NY : WRGB 
Amarillo, TX : KVII
Asheville, NC : WLOS
Austin , TX : KEYE
Bakersfield, CA : KBAK/KBFX
Baltimore : WBFF
Beaumont, TX : KFDM/KBTV
Birmingham, AL : WBMA
Boise, ID : KBOI/KYUU
Bristol, VA : WCYB
Cedar Rapids, IA : KGAN/KFXA
Champaign, IL : WCCU
Charleston, SC : WCIV
Charleston, WV : WCHS/WVAH
Chattanooga, TN : WTVC
Cincinnati, OH : WKRC/WSTR
Columbia, SC : WACH
Columbus, OH : WSYX/WTTE
Dayton, OH : WKEF/WRGT
El Paso, TX : KFOX/KDBC
Eugene, OR : KVAL/KMTR
Eureka, CA : KAEF
Flint, MI : WEYI/WBSF
Fresno, CA : KMPH
Gainesville, FL : WGFL
Green Bay, WI : WLUK
Greenville-New Bern, NC : WCTI
Harlingen, TX : KGBT
Harrisburg, PA : WHP
Jefferson City, MO : KRCG
Johnstown, PA : WJAC
Kalamazoo-Grand Rapids, MI : WWMT
Kirksville-Ottumwa, IA : KTVO
Las Vegas, NV : KSNV
Lewiston, ID : KLEW
Lincoln, NE : KHGI/KWNB
Little Rock, AR : KATV
Lynchburg, VA : WSET
Macon, GA : WGXA
Medford, OR : KTVL 
Mobile, AL : WPMI
Myrtle Beach, SC : WPDE
Nashville, TN : WZTV
Oklahoma City : KOCB/KOKH
Pasco, WA : KEPR
Pensacola, FL : WEAR/WFGX
Portland, ME : WGME/WPFO
Portland, OR : KATU/KUNP
Providence, RI : WJAR
Quincy-Hannibal, IL : KHQA
Redding-Chico, CA : KRCR
Reno, NV : KRNV/KRXI
Rochester, NY : WHAM
Salt Lake City : KUTV
San Antonio, TX : KABB/WOAI
Savannah, GA : WTGS
Seattle, WA : KOMO/KUNS
Sioux City, IA : KMEG/KPTH
South Bend, IN : WSBT
Springfield, IL : WICS
Steubenville, OH : WTOV
Syracuse, NY : WSTM
Toledo, OH : WNWO
Traverse City, MI : WPBN
Tulsa, OK : KTUL
Washington DC : WJLA
West Palm Beach, FL : WPEC
Wilkes-Barre, PA : WOLF
Yakima, WA : KIMA

This video and all Sinclair Broadcast Group content archives of local news and sports coverage are available for your use. For more information contact us at contentsales@sbgtv.com", ,no longer populated,,2024-10-25T02:30:22.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCT0pNOWlzPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a65c467b92ce90853a0f808541548823009272b3/post-1775469-351432050-thumbnail,4,0,0,253,,
341363808,https://www.facebook.com/100039729025592/posts/1293922715275350,,FacebookDirect,27619355,Newsradio Savannah,blank_for_now,blank_for_now,"{""follower_count"":1800,""following_count"":0,""like_count"":1685,""post_count"":499,""views_count"":10,""comment_count"":7,""share_count"":17}","SAVANNAH, Ga. (WSAV) - Millions of pounds of ready-to-eat meat and poultry products are being recalled because of possible Listeria monocytogenes, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced Friday. The recalled items were produced by BrucePac from June 1", ,no longer populated,,2024-10-16T04:00:45.000Z,post data removed,,0,0,0,0,,
385540658,https://www.facebook.com/newsradiosavannah/posts/pfbid02MzUyf6Pzqa6t63h9vsmrrbCzuAEhjtQgBSWzvqjW5Y9aTtCY1Wuae7khqbca6grl,,Facebook,18542587,Newsradio Savannah,blank_for_now,blank_for_now,"{""follower_count"":1715,""following_count"":null,""like_count"":0,""post_count"":0,""views_count"":null,""comment_count"":0,""share_count"":0}","SAVANNAH, Ga. (WSAV) - Millions of pounds of ready-to-eat meat and poultry products are being recalled because of possible Listeria monocytogenes, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced Friday. The recalled items were produced by BrucePac from June 1", ,no longer populated,,2024-10-16T04:00:45.000Z,post data removed,,0,0,1,0,,
341355583,https://twitter.com/WSAV/status/1846272408304411029,,Twitter,6924378,WSAV News 3,blank_for_now,blank_for_now,"{""follower_count"":75883,""following_count"":953,""like_count"":32369,""post_count"":193928,""views_count"":51653160,""comment_count"":5897,""share_count"":18910}","Chicken recalled for listeria risk sold at Kroger, Walmart, Aldi, and more https://t.co/qbjTk7a6gn via @WSAV", ,no longer populated,,2024-10-15T19:30:18.000Z,post data removed,,1,0,0,356,,
161815677,https://twitter.com/WGXAnews/status/1715122686957846961,,Twitter,8769928,WGXA,blank_for_now,blank_for_now,"{""follower_count"":7917,""following_count"":1459,""like_count"":2357,""post_count"":109738,""views_count"":1913073,""comment_count"":628,""share_count"":2477}","Kroger and American Diabetes Association host 'Health for the Holidays | Food as Medicine' show in Macon
https://t.co/uq8rkPM9mo", ,no longer populated,,2023-10-19T21:48:08.000Z,post data removed,,0,0,0,147,,
148927276,https://twitter.com/WSAV/status/1696258907549598060,,Twitter,6924378,WSAV News 3,blank_for_now,blank_for_now,"{""follower_count"":53661,""following_count"":944,""like_count"":19074,""post_count"":181906,""views_count"":47202082,""comment_count"":3376,""share_count"":8141}",Local grocery stores anticipate a rush to the shelves as Idalia nears https://t.co/UT4n6dKHhy via @WSAV, ,no longer populated,,2023-08-28T20:30:13.000Z,post data removed,,2,0,0,592,,
125130576,https://gettr.com/post/p2hpwt40746,,GETTR,13875673,SomebodysMom HyperNovaMAGA,blank_for_now,blank_for_now,"{""follower_count"":2580,""following_count"":2576,""like_count"":null,""post_count"":null,""views_count"":null,""comment_count"":null,""share_count"":null}","GRAPHIC WARNING: Details in this story are disturbing.

GRIFFIN, Ga. (WANF/Gray News) - Tyler and Krista Schindley were arrested after police found their 10-year-old son, weighing just 36 pounds, walking in their neighborhood, WANF reports.
LEO said that on Friday, residents in Griffin, Georgia, called 911 to report a lost boy wandering the neighborhood. When officers arrived, the boy told police that he was hungry and walking to a nearby Kroger to get food and asked the officers to “please not make him go back.”
Officers described the boy as “thin with discolored skin and visible injuries.”

https://www.waff.com/2023/05/17/graphic-parents-arrested-after-10-year-old-weighing-36-pounds-found-walking-grocery-store-police-say/?utm_source=taboola&utm_medium=organicclicks", ,no longer populated,,2023-05-22T17:45:00.076Z,post data removed,,1,,0,0,,
64130962,https://www.tiktok.com/@tom_vertabrate/video/7075281848267558190,,TikTok,7601946,Thomas Moore,blank_for_now,blank_for_now,"{""follower_count"":null,""following_count"":null,""like_count"":null,""post_count"":null,""views_count"":null,""comment_count"":null,""share_count"":null}",#greenscreen Kroger has evolved over the years!!! @kroger #kroger #trends #viral #trending #reactions #tiktokviral #tiktok #modern #models #fy #fyp #foryou #foryoupage #fypage #fypシ #grocerystore #groceries #history #blowthisup #blackcreators #explore #discover #didyouknow #share #follow #popular #food #supermarket #produce #promote #atl #atlanta #ga #Georgia #godfirst #faith #trust #believe #reactions, ,no longer populated,,2022-03-15T11:07:10.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTW1Na1FJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ae13e09046a1e5b354cf041a167147dc02c5b6f4/post-7601946-64130962-thumbnail,4054,12,83,70858,https://www.junkipedia.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTkdNa1FJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--221159958549704745067ca15f04efcce66eecfa/08030b8228a74161876b3145ad102a1b,
