PostId,PostUrl,PostEngagement,Platform,ChannelID,ChannelName,ChannelUid,ChannelUrl,ChannelEngagement,post_body_text,GoogleAudioText,VoskAudioText,EmbeddedContentText,published_at,post_data,post_media_urls,LikesCount,SharesCount,CommentsCount,ViewsCount,post_media_file,embedded_post_text,search_data
461173229,https://twitter.com/CityofAtlanta/status/1902027657493316091,,Twitter,10567905,"City of Atlanta, GA",blank_for_now,blank_for_now,"{""follower_count"":631965,""following_count"":763,""like_count"":null,""post_count"":21927,""views_count"":null,""comment_count"":null,""share_count"":null}","""During my time here, I've delivered transformative initiatives, including launching Mayor Dickens' Creative Industries Grant Fund, driving Foreign Direct Investment to position Atlanta as a top global business destination, and leading the City of Atlanta's Food Access Strategy to ensure 85 percent of Atlantans are within half a mile of fresh food."" – Laurie Prickett, Senior Vice President, Economic Development, Invest Atlanta.

Explore wonderful employee spotlights and more in our 2024 Annual Report—now available. Link in bio. #EmployeeSpotlight #MovingAtlantaForward

Video by: Christopher Peters, City of Atlanta, Office of the Mayor", ,no longer populated,,2025-03-18T16:01:46.000Z,post data removed,,1,1,1,1021,,
456639559,https://twitter.com/CityofAtlanta/status/1899505772058337743,,Twitter,10567905,"City of Atlanta, GA",blank_for_now,blank_for_now,"{""follower_count"":631889,""following_count"":764,""like_count"":null,""post_count"":21879,""views_count"":null,""comment_count"":null,""share_count"":null}","We celebrated the launch of Invest Atlanta’s Annual Report, highlighting the strategic investments and community partnerships shaping Atlanta’s growth. From supporting nearly 2,000 small businesses to financing affordable housing and expanding fresh food access, these efforts drive a more equitable and thriving city. Special thanks to Dr. Klementich, COO Arnold, the Invest Atlanta team, and our community partners for their leadership and dedication. #InvestAtlanta #MovingAtlantaForward

Photos by: Josh Spruiel, City of Atlanta, Office of the Mayor", ,no longer populated,,2025-03-11T17:00:41.000Z,post data removed,,2,1,0,1362,,
396940428,https://www.facebook.com/11Alive/posts/pfbid02yuvJdMwCg2cMrUUXBAHnrVn63jqZec5Rb3xoANwAJZfGmhj4fnYw7vsgZN26tdC5l,,Facebook,16547456,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2041626,""following_count"":0,""like_count"":8213,""post_count"":47,""views_count"":0,""comment_count"":2067,""share_count"":406}",15 stores are getting $50K each to improve structures and buy equipment., ,no longer populated,,2024-12-22T00:45:00.000Z,post data removed,,9,0,0,0,,
377154745,https://twitter.com/wabenews/status/1858951693720862787,,Twitter,6894890,WABE News,blank_for_now,blank_for_now,"{""follower_count"":24502,""following_count"":1010,""like_count"":null,""post_count"":56641,""views_count"":null,""comment_count"":null,""share_count"":null}","A new grocery store is being planned for senior residents near Atlanta’s Sweet Auburn neighborhood, which will soon provide easier access to food security in the historic community.

The new store is scheduled to open in early 2025. @DorMiyaVance reports.
https://t.co/4vdUgGOer5", ,no longer populated,,2024-11-19T19:13:16.000Z,post data removed,,3,1,0,333,,
357512282,https://twitter.com/RoughDraftATL/status/1850696978125991973,,Twitter,18021705,Rough Draft Atlanta,blank_for_now,blank_for_now,"{""follower_count"":192252,""following_count"":3455,""like_count"":3156,""post_count"":32750,""views_count"":1244698,""comment_count"":323,""share_count"":257580}","Invest Atlanta approves $2.6M to fund healthy food initiatives
https://t.co/k1MrWkeof9", ,no longer populated,,2024-10-28T00:31:58.000Z,post data removed,,4,0,0,738,,
344416971,https://www.facebook.com/100044630550295/posts/1099746104856398,,FacebookDirect,25189443,FOX 5 Atlanta,blank_for_now,blank_for_now,"{""follower_count"":2300000,""following_count"":0,""like_count"":5,""post_count"":1658,""views_count"":1251607,""comment_count"":117580,""share_count"":119270}",Invest Atlanta has approved five new projects aimed at bringing fresh markets to areas struggling with food insecurity and food deserts., ,no longer populated,,2024-10-19T08:00:23.000Z,post data removed,,23,2,0,0,,
344416981,https://www.facebook.com/100044630550295/posts/1099691021528573,,FacebookDirect,25189443,FOX 5 Atlanta,blank_for_now,blank_for_now,"{""follower_count"":2300000,""following_count"":0,""like_count"":5,""post_count"":1658,""views_count"":1251607,""comment_count"":117580,""share_count"":119270}",Mayor Andre Dickens announces investment into bringing fresh markets to areas known as food deserts in Atlanta., ,no longer populated,,2024-10-19T06:00:30.000Z,post data removed,,8,0,1,0,,
343841990,https://twitter.com/FOX5Atlanta/status/1847248793957171684,,Twitter,8100495,FOX 5 Atlanta,blank_for_now,blank_for_now,"{""follower_count"":734070,""following_count"":1804,""like_count"":null,""post_count"":517089,""views_count"":null,""comment_count"":null,""share_count"":null}",Invest Atlanta has approved five new projects aimed at bringing fresh markets to areas struggling with food insecurity and food deserts. https://t.co/oJiARTAY4Z, ,no longer populated,,2024-10-18T12:10:07.000Z,post data removed,,4,1,3,1452,,
246409330,https://twitter.com/wsbtv/status/1798754272584311018,,Twitter,8100497,WSB-TV,blank_for_now,blank_for_now,"{""follower_count"":1266799,""following_count"":2191,""like_count"":350462,""post_count"":641501,""views_count"":193262764,""comment_count"":65926,""share_count"":220525}",The Atlanta City Council approved funding to fight the city’s low access to fresh food and grocery options through an initiative in partnership with Invest Atlanta. https://t.co/adLmzKgYl5, ,no longer populated,,2024-06-06T16:30:12.000Z,post data removed,,11,6,7,4737,,
245747052,https://twitter.com/AtlNewsNow/status/1798344785956139377,,Twitter,13396500,Atlanta News,blank_for_now,blank_for_now,"{""follower_count"":17340,""following_count"":1100,""like_count"":267,""post_count"":41557,""views_count"":149362,""comment_count"":144,""share_count"":379}","Funding will go to Invest Atlanta’s Grocery Store Initiative which has a goal to eliminate food deserts and make fresh food more readily available to low-income Atlantans. On Monday, the Atlanta City Council committed $6 million to expand access to affo... https://t.co/b7iKCNfDRA", ,no longer populated,,2024-06-05T13:23:03.000Z,post data removed,,0,0,0,198,,
243224863,https://twitter.com/atlcouncil/status/1796675241525071900,,Twitter,19189753,Atlanta City Council,blank_for_now,blank_for_now,"{""follower_count"":30432,""following_count"":552,""like_count"":1578,""post_count"":12854,""views_count"":510487,""comment_count"":null,""share_count"":null}","Items include FY25 City Budget &amp; Millage rate, $6M investment toward Atlanta Development Authority’s Invest Atlanta Grocery and Fresh Food Providers Initiative, and more
https://t.co/eEXBXkRqRo https://t.co/q2j236aCJM", ,no longer populated,,2024-05-31T22:48:52.000Z,post data removed,,1,0,0,459,,
153288905,https://twitter.com/atlcouncil/status/1701615453632659638,,Twitter,19189753,Atlanta City Council,blank_for_now,blank_for_now,"{""follower_count"":28387,""following_count"":552,""like_count"":null,""post_count"":11812,""views_count"":null,""comment_count"":null,""share_count"":null}","📰 City Council passed legislation that authorizes Invest Atlanta... to create a $1.5M grant program to spur development and job creation in areas of the city that struggle with food insecurity.

Inside City Hall: City leaders focus on food access
https://t.co/IOKfSqVxdv https://t.co/bEaxfVyfnt", ,no longer populated,,2023-09-12T15:15:13.000Z,post data removed,,1,0,1,253,,
153289160,https://twitter.com/atlcouncil/status/1699445340812787791,,Twitter,19189753,Atlanta City Council,blank_for_now,blank_for_now,"{""follower_count"":28387,""following_count"":552,""like_count"":null,""post_count"":11812,""views_count"":null,""comment_count"":null,""share_count"":null}","🗞️""We're making sure the City of Atlanta is putting skin in the game and making sure we have fresh food access in Southwest Atlanta..."" - @MarciOverstreet 

Invest Atlanta plans to use the money to bring a grocery store to the Campbellton Road corridor https://t.co/oa4cX7VtwT https://t.co/J9eswXFqVo", ,no longer populated,"📰 ""Everyone takes for granted that we have fresh food available to us all over Atlanta, when the truth is we don’t. Not everywhere."" - @MarciOverstreet  

Atlanta City Council passes $1.5 million investment bring fresh food to the Southside https://t.co/oa4cX7VtwT https://t.co/kcFtWGTEya",2023-09-06T15:31:58.000Z,post data removed,,3,2,1,490,,"📰 ""Everyone takes for granted that we have fresh food available to us all over Atlanta, when the truth is we don’t. Not everywhere."" - @MarciOverstreet  

Atlanta City Council passes $1.5 million investment bring fresh food to the Southside https://t.co/oa4cX7VtwT https://t.co/kcFtWGTEya"
150652200,https://www.facebook.com/100064822837761/posts/690895819747840,,Facebook,16547456,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2021964,""following_count"":0,""like_count"":3096,""post_count"":44,""views_count"":0,""comment_count"":1842,""share_count"":353}",Invest Atlanta plans to use the money to bring a grocery store to the Campbellton Road corridor, ,no longer populated,,2023-09-06T08:00:07.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS09qd0JBPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fb8060f66bda2ec98f21acc842725307ea6581d8/post-16547456-150652200-thumbnail,19,3,5,0,,
124565855,https://www.facebook.com/100064719549298/posts/633496178817695,,Facebook,16547580,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":855447,""following_count"":0,""like_count"":780,""post_count"":36,""views_count"":0,""comment_count"":64,""share_count"":36}","Food insecurity is a federal term for households without enough consistent food access for everyone in the home to have an active, healthy lifestyle. A lack of transportation combined with long distances between residences and grocery stores also contributes to this issue, among other factors.", ,no longer populated,,2023-05-20T16:30:08.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTDNKS1FVPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--330aed8d1c7b80a970de0698ef0daef6238342ec/post-16547580-124565855-thumbnail,1,0,1,0,,
124565717,https://twitter.com/ajc/status/1659959686840418304,,Twitter,7010773,Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":1081449,""following_count"":50305,""like_count"":76381,""post_count"":349492,""views_count"":2598373,""comment_count"":11668,""share_count"":54812}","Food insecurity is a federal term for households without enough consistent food access for everyone in the home to have an active, healthy lifestyle. 

 https://t.co/pvIYWRmRuk", ,no longer populated,,2023-05-20T16:30:04.000Z,post data removed,,4,2,0,4961,,
124357582,https://twitter.com/ajc/status/1659665270984646663,,Twitter,7010773,Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":1081449,""following_count"":50305,""like_count"":76381,""post_count"":349492,""views_count"":2598373,""comment_count"":11668,""share_count"":54812}",Atlanta City Council and Mayor Andre Dickens want to put $1 million into Invest Atlanta to attract more grocery stores to underserved communities in the city. https://t.co/cRZH5ORZoz, ,no longer populated,,2023-05-19T21:00:10.000Z,post data removed,,27,4,3,5442,,
124348337,https://www.facebook.com/100064719549298/posts/632873408879972,,Facebook,16547580,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":855450,""following_count"":0,""like_count"":278,""post_count"":40,""views_count"":0,""comment_count"":99,""share_count"":20}",Atlanta City Council and Mayor Andre Dickens want to put $1 million into Invest Atlanta to attract more grocery stores to underserved communities in the city., ,no longer populated,,2023-05-19T21:00:08.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTWNMS0FVPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6b93c962717f8f646e48e1e3e983ee9b4f22006c/post-16547580-124348337-thumbnail,7,0,1,0,,
