PostId,PostUrl,PostEngagement,Platform,ChannelID,ChannelName,ChannelUid,ChannelUrl,ChannelEngagement,post_body_text,GoogleAudioText,VoskAudioText,EmbeddedContentText,published_at,post_data,post_media_urls,LikesCount,SharesCount,CommentsCount,ViewsCount,post_media_file,embedded_post_text,search_data
409731415,https://www.instagram.com/reel/DEr3BDNxxEB/,,InstagramDirect,29017393,V-103 The People's Station,blank_for_now,blank_for_now,"{""follower_count"":234218,""following_count"":903,""like_count"":79922,""post_count"":55030,""views_count"":749823,""comment_count"":4608,""share_count"":0}",Tap in with Tori @theradiodiva on some stores that are opened today: *Most Publix in the metro Atlanta and Northeast Georgia *Kroger *Walmart *whole foods *Some restaurants will attempt to open today but will have limited hours. If you know of any places open please tag them in the comments 💛, ,no longer populated,,2025-01-11T12:37:06.000Z,post data removed,,10,0,0,887,,
375172034,https://www.facebook.com/SpartanburgCountyGovernment/posts/pfbid0ymGmyHWLTrvk2aN3U4pDropuc974kamhX7X5rMcNAc5AzTHf3QWTGwf21nibHUNcl,,Facebook,29683837,Spartanburg County,blank_for_now,blank_for_now,"{""follower_count"":11000,""following_count"":null,""like_count"":10945,""post_count"":null,""views_count"":null,""comment_count"":null,""share_count"":null}","***UPDATE: ALL SHELTER LOCATIONS NOW OPEN:

*NEW - Bethlehem Baptist Church
797 Old Georgia Road
Moore, SC 29369 

Landrum First Baptist
300 E. Rutherford Street #1628
Landrum, SC 29356

Campobello First Baptist
255 S. Main Street 
Campobello, SC 29322

Spartanburg Memorial Auditorium 
385 N. Church Street 
Spartanburg, SC 29303

Medical Needs Shelter (on USC Upstate's campus)
365 Hodge Drive
Spartanburg, SC 29303

All shelters have food, water, places to sleep and the ability to charge your devices.

-----------------

POD LOCATIONS: 

*NEW - 1050 Cavalier Way, Roebuck (Dorman High School)

- 1875 E. Main Street, Duncan (SCC's Tyger River Campus)

- 9070 Hwy 11, Campobello

-----------------

FREE MEALS: 

Spartanburg School District 1 will be serving free meals at Landrum High School and Mabry Middle School on 10/3, from 11:30 a.m. - 1:30 p.m.

Spartanburg School District 6 will be serving free meals at Fairforest Elementary School, Arcadia Elementary School, Woodland Heights Elementary School, and West View Elementary School on 10/3 and 10/4, from 11:00 a.m. - 1:00 p.m.

-----------------

HOT SHOWERS:

Lyman First Baptist (80 Groce Road, Lyman) will be open for showers again (10/3) from 6:15 a.m. - 5:00 p.m. All they ask is that folks please bring their own towels and soap. 

Spartanburg School District 1 will also be offering hot showers at Landrum High School, from 10:00 a.m. - 2:00 p.m. today. They just ask that you bring your own towel and toiletries.

-----------------

UPDATE - Spartanburg County now has an emergency call center. This Urgent Unmet Needs Line is available for residents who cannot get out of their yard or cannot get their critical medications. The number is (864) 860-1644.

------------------

SPREAD THE WORD - We will be distributing bottled waters and MREs at the following two locations until 11:00 p.m. today, then open daily from 8:00 a.m. - 8:00 p.m. until further notice:
• 1875 E. Main Street, Duncan (SCC's Tyger River Campus)
• 9070 Hwy 11, Campobello 

***UPDATE: The 9070 Hwy 11 Point of Distribution is CLOSED currently due to resupply. We hope to open again soon. The POD in Duncan still has food available.

------------------

Additionally, we have compiled a list of other resources for your use. We will attempt to update as we learn more.

SHELTERS:
• Medical Needs Shelter - 365 Hodge Drive, Spartanburg (on USC Upstate's campus)
• General Population Shelter - Spartanburg Memorial Auditorium, 385 N. Church Street, Spartanburg

SHOWERS:
• Lyman First Baptist (80 Groce Road, Lyman) will be open for showers 10/2, from 6:15 a.m. - 5:00 p.m. All they ask is that folks please bring their own towels and soap. 

• Spartanburg School District 1 will also be offering hot showers at Landrum High School, from 10:00 a.m. - 2:00 p.m. on 10/2. They also ask that you bring your own towel and toiletries. 

PHARMACIES:
• ReGenesis Family Pharmacy - 460 Langdon St., Spartanburg
    Phone: (864) 285 - 9867
    Open Hours: 9:00am - 6:00pm
• ReGenesis Community Family Pharmacy - E. Main St., Duncan
    Phone: (864) 416 - 7933
    Open Hours: 9:00am - 7:00pm
• ReGenesis Community Family Pharmacy - S. Church St., Spartanburg
    Phone: (864) 699 - 3283
    Open Hours: 10:30am - 6:00pm

• Walgreens, N. Pine Street, Spartanburg, pharmacy hours: open from 10 a.m. - 7 p.m. today, 11 a.m - 6 p.m. Sunday
• Walgreens, E. Main Street, Spartanburg 
• Walgreens, Reidville Road, Spartanburg
• CVS, Reidville Road, Spartanburg 

• Dial a Ride: 1-800-277-7762 or 864-560-4118

GROCERY STORES:
• Publix on E. Main Street, Spartanburg, open from 7 a.m. - 9 p.m.
• Fresh Market on E. Main Street, Spartanburg, open from 8 a.m. - 9 p.m.
• Walmart on E. Main Street, Spartanburg
• Walmart Neighborhood Market in Cedar Springs
• Costco, W. Blackstock Rd, Spartanburg, open till 6 p.m.
• Sam's Club, west side of Spartanburg
• Publix on Hwy 9 in Boiling Springs, pharmacy hours: open from 9 a.m. - 7 p.m., 11 a.m. - 6 p.m. Sunday
• Target on Hwy 9 in Boiling Springs
• Big Lots, N. Pine St, Spartanburg, open from 9 a.m. - 9 p.m.
• Lidl, E. Main Street, Spartanburg, open from 8 a.m. - 9 p.m.
• Lowes Foods, E. Suber Road Greer, open from 6 a.m. - 11 p.m.
• Publix in Duncan (Hwy 290 and 296)
• Food Lion in Woodruff 
• Food Lion in Inman 
• KJ's in Lyman 
• Aldi, E. Main Street, Spartanburg 
• Food Lion, Reidville Road, Spartanburg 

GAS STATIONS:
• Club Corner on Hwy 56 near Carolina Country Club Road, Spartanburg
• White's Exxon on S. Pine Street, Spartanburg
• Valero on New Cut Road, Spartanburg
• Swift on Fairforest Road (near Business 85), Spartanburg
• Circle K on E. Main Street, Spartanburg
• Circle K at Asheville Hwy and Springfield Road, Spartanburg
• QuikTrip in Boiling Springs (near Target)
• QuickTrip in Boiling Springs (at I-85 exit)
• Raceway in Boiling Springs (at I-85 exit)
• QuikTrip, Spartangreen Blvd, Duncan, open 24 hours
• Spinx, Boiling Springs Road, Spartanburg, open 24 hours
• Hot Spot, E. Henry Street, Spartanburg 
• QuikTrip, Asheville Hwy, Spartanburg  

Freeman Gas at California Avenue & Howard Street - filling up propane tanks

ICE:
• Harman Brothers Ice at 646 Buffington Road, Spartanburg
• Whitney Road Ice House, 367 Whitney Road, Spartanburg, at Spartanburg Community Thrift Store
• Boiling Springs Ice House, 3515 Boiling Springs Road at Cantrell Plaza

RESTAURANTS:
• Gerhard's Cafe on E. Main Street in Spartanburg
• Green Olive on Asheville Hwy, Spartanburg
• Chick-fil-a on Asheville Hwy (near Hearon Circle), Spartanburg
• Applebee's on E. Main Street, Spartanburg
• Fuji's on E. Main Street, Spartanburg
• Tropical Grill on E. Main Street, Spartanburg
• Taco Dog on E. Main Street, Spartanburg
• Chipotle on E. Main Street, Spartanburg
• Cookout on E. Main Street, Spartanburg, open from 10:30 a.m. - 3:30 a.m.
• Jersey Mike's on E. Main Street, Spartanburg, open from 10 a.m. - 9 p.m.
• Sully's Steamers, N Church Street, Spartanburg, open from 7 a.m. - midnight
• Subway, N. Pine St, Spartanburg, open from 8 a.m. - 9:30 p.m.
• Knowledge Perk Coffee Company, N. Church Street, Spartanburg, open 6 a.m. -7 p.m.
• El Chingon Mexican Restaurant Bar & Grill, Battleground Road, Cowpens, open 11 a.m. - 9 p.m.
• Saki Sushi and Hibachi, E. Main Street, Spartanburg, open from 11 a.m - 10 p.m., closes at 9:30 p.m. on Sunday.
• Zaxbys, E. Main Street, Spartanburg, open from 10 a.m. - 10 p.m.
• Hardee’s, E. Main Street, Spartanburg, open from 5 a.m. - 9 p.m., opens at 6 a.m. on Sunday.
• Moe’s Original BBQ, N. Church Street, Spartanburg, open 11 a.m. - 8:30 p.m., 11 a.m. - 9 p.m. Saturday, 11 a.m. - 8 p.m. Sunday, closed Monday.
• El Chinchorro Boricua, E. Main Street, Spartanburg, open 11 a.m. - 8 p.m., closed Monday.
• Eat Street Grill, Dawn Redwood Drive, Spartanburg, open 11 a.m. - 9 p.m., closed Sunday and Monday.
• Arby's, S. Pine Street, Spartanburg 
• Sugar & Spice, S. Pine Street, Spartanburg 
• Tropical Smoothie on W. O. Ezell Boulevard, Spartanburg 
• Tropical Smoothie on East Main Street in Spartanburg 
• Copper River Grill in Boiling Springs  
• Fratello's on Fernwood Glendale Road, Spartanburg
• Wade's on N. Pine Street, Spartanburg

FOOD TRUCKS:
• Denny's - E. Broad Street, Spartanburg

Feel free to share more you know of in the comments below.", ,no longer populated,,2024-09-30T20:18:00.000Z,post data removed,,,,0,0,,
237066221,https://www.facebook.com/100064380325443/posts/877820941040575,,Facebook,23821126,Univision Miami,blank_for_now,blank_for_now,"{""follower_count"":1407980,""following_count"":0,""like_count"":716,""post_count"":38,""views_count"":0,""comment_count"":87,""share_count"":67}","La compañía Hormel Foods está retirando del mercado algunos de los maníes de la marca Planters, que fueron vendidos en supermercados Publix de Florida, Georgia, Alabama y Carolina del Norte, por posible contaminación con Listeria. La retirada del mercado es de algunos de los maníes endulzados con miel y las nueces mixtas.", ,no longer populated,,2024-05-06T20:10:25.000Z,post data removed,,4,0,0,0,,
229503249,https://twitter.com/Univision23/status/1787575384931713251,,Twitter,10183886,Univision 23 Miami,blank_for_now,blank_for_now,"{""follower_count"":61000,""following_count"":1505,""like_count"":9816,""post_count"":109591,""views_count"":2566458,""comment_count"":1355,""share_count"":4795}","Retiran del mercado maníes marca Planters vendidos en Publix del sur de Florida
https://t.co/OM0uFgAV4Q", ,no longer populated,,2024-05-06T20:09:17.000Z,post data removed,,0,0,0,251,,
247757962,https://www.facebook.com/100064532870474/posts/821911119969976,,Facebook,17295885,WTVC-TV NewsChannel 9 News,blank_for_now,blank_for_now,"{""follower_count"":428463,""following_count"":0,""like_count"":1736,""post_count"":20,""views_count"":0,""comment_count"":722,""share_count"":450}","RECALL ALERT: Certain Planters nuts sold at Publix & Dollar Tree stores in Georgia, North Carolina & Alabama have been recalled over the discovery of a potentially fatal contamination. HELP SPREAD THE WORD: ", ,no longer populated,,2024-05-06T12:45:02.000Z,post data removed,,5,28,0,0,,
234855920,https://www.facebook.com/100063566711809/posts/940101411452074,,Facebook,23822591,FOX Chattanooga,blank_for_now,blank_for_now,"{""follower_count"":20020,""following_count"":0,""like_count"":9,""post_count"":9,""views_count"":0,""comment_count"":1,""share_count"":1}","RECALL ALERT: Certain Planters nuts sold at Publix & Dollar Tree stores in Georgia, North Carolina & Alabama have been recalled over the discovery of a potentially fatal contamination. HELP SPREAD THE WORD: ", ,no longer populated,,2024-05-06T12:45:02.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSmtveVI0PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--467c3a0755932fd291d4edd721445b906ce6ff98/post-23822591-234855920-thumbnail,0,0,0,0,,
214276429,https://www.facebook.com/100050233936016/posts/1062669068750881,,Facebook,18072773,Jax Daily Record,blank_for_now,blank_for_now,"{""follower_count"":31760,""following_count"":0,""like_count"":169,""post_count"":5,""views_count"":0,""comment_count"":85,""share_count"":45}",, ,no longer populated,,2024-04-03T20:04:36.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQkdNOHhzPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--841e84dfdfd7b2c3ea6d265252ad8c83c89a5e29/post-18072773-214276429-thumbnail,32,5,3,0,,
179984250,https://www.facebook.com/100064731819017/posts/768404401993947,,Facebook,17345146,WCTV.tv,blank_for_now,blank_for_now,"{""follower_count"":207818,""following_count"":0,""like_count"":948,""post_count"":39,""views_count"":0,""comment_count"":142,""share_count"":350}","The two recalled spinach items were distributed to retailers in seven states, including Alabama, Florida, Georgia, North Carolina, South Carolina, Tennessee and Virginia.", ,no longer populated,,2023-12-18T19:18:35.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQTJERVJZPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3a5574f1c0c416cf1a56c7c3decbe4d7830d8a3c/post-17345146-179984250-thumbnail,10,7,4,0,,
162104148,https://www.facebook.com/100064151586685/posts/711952277619819,,Facebook,17660069,95.1 WAPE Jacksonville's #1 Hit Music Station,blank_for_now,blank_for_now,"{""follower_count"":77074,""following_count"":0,""like_count"":15430,""post_count"":344,""views_count"":0,""comment_count"":6553,""share_count"":2004}",TOMORROW! Join us from 6am-6pm at Publix Windsor Commons on Hodges by JTB! Run up your teams score for the Florida vs Georgia Food Drive!, ,no longer populated,,2023-10-19T16:05:00.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSFhKOWhJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--50d12413acc91ded0602ec8721eb22a328f6707f/post-17660069-162104148-thumbnail,1,0,0,0,,
375495324,https://www.facebook.com/vdailysun/posts/pfbid0ddpME12g2sgBBj3cxCw1XK9M3sbKniKhwSHh4A6fVafMYeNA61HY7KW7ekPfZv5Dl,,Facebook,17337780,The Villages Daily Sun,blank_for_now,blank_for_now,"{""follower_count"":43977,""following_count"":0,""like_count"":232006,""post_count"":2923,""views_count"":0,""comment_count"":11607,""share_count"":25012}","Closings and Postponements due to Tropical Storm Idalia
This post will be updated as more information is available. 

The Villages:
• The Villages Charter School will be closed Wednesday. All school activities for Wednesday are canceled.
• All District Administrative offices will be closed on Wednesday.
• All indoor and outdoor recreation facilities, including pools, are closed Wednesday and will reopen for normal business hours on Thursday but do not enter a facility until it has been cleared to open by The Villages Public Safety Department and district staff. 
• All Villages golf courses will be closed Wednesday. 
• VHS Open House is rescheduled to Sept. 11.
• VHS Bowling, VHS Volleyball and Villages Charter Middle School Middleton Volleyball competitions are cancelled on Wednesday.
• VCMS Buffalo Ridge Open House is rescheduled from Wednesday to Thursday.
• The Enrichment Academy classes scheduled for Wednesday have been cancelled. Makeup dates will be communicated via email. 
• All The Villages Health care centers will be closed on Wednesday.
• The District 1 Town Hall meeting scheduled for Wednesday has been cancelled.
• Villages Honor Flight has cancelled The Donna & Dunning dinner show planned for Thursday at Ezell Recreation.
• Chapel of Christian Church in The Villages has cancele Wednesday Men's Bible Study and a Wednesday evening movie screening.
• Lake Deaton United Methodist Church will close its offices Wednesday morning. A planned men's prayer breakfast for Wednesday morning has also been canceled.
• St. George Episcopal will close its offices Wednesday. All events scheduled at the church that day have been canceled.
• Hope Lutheran Church will be closed Wednesday. All events at the church are canceled for Wednesday, including a Social Supper and Wednesday Evening Prayer Service.
• Lange Eye Institute is closed Wednesday.
• New Covenant United Methodist Church in The Villages will be closed Wednesday. The church's Bargains and Blessings retail thrift store in Wildwood will also be closed Wednesday.
• Fairway Christian Church in The Villages has cancelled its Wednesday GriefShare meeting.
• St. Timothy Catholic Church in The Villages will close its offices and Parish Hall on Wednesday, with all activities canceled. There will be no daily Masses at 7:15 and 8:30 a.m. Wednesday.
• Golf & Tennis Shops will be closed Wednesday. 
• Golf Academy will be closed Wednesday. 
• Sarasota Golf Practice Center will be closed Wednesday. 
• Country Club pools will be closed Wednesday. 
• The Villages Logo Stores will be closed Wednesday. 

Marion County:

• Marion County Public Schools will be closed Wednesday.
• The College of Central Florida in Ocala will be closed Wednesday.
• Village View Community Church in Summerfield will close its offices Wednesday. All Wednesday activities at the church have been canceled, including ministry programs, Bible studies and a dinner.
• Marion County Sheriff’s Office's Central Operations building and district offices are closed on Wednesday.
• All county facilities, libraries and business offices will be closed Wednesday.
• All Marion County Recycle Centers and the Baseline Transfer Station will be closed Wednesday.
• Belleview Ward of the Ocala Florida Stake of the LDS Church has canceled Wednesday night scripture study and youth morning seminary for Wednesday.
• Marion County Animal Services closed on Monday and will remain closed until further notice.
• Florida Department of Health in Marion County be closed on today and Wednesday.
• The Fifth Circuit Courts in Marion County will be closed Wednesday.
• Marion County Property Appraiser is closed on Wednesday.
• Marion County Clerk of the Court will be closed on Wednesday.
• Marion Senior Services, including Marion Transit and dining sites, will be closed on Wednesday.
• Ocala Police Department Headquarters lobby will be closed on Wednesday.
• All VA North Florida/South Georgia Veterans Health System facilities have canceled Wednesday appointments but will remain open.
• The Garden Worship Center's Garden Thrift Store in Belleview will be closed Wednesday.
• Calvary Community Church of Summerfield has canceled its Wednesday night prayer service for both this coming Wednesday and Sept. 6.
• New Beginning Community Church in Summerfield will not open its offices Wednesday.
• St. Mark the Evangelist Roman Catholic Church in Summerfield will be closed Wednesday. There will not be a public daily Mass on Wednesday, but Mass will be live-streamed on the church's YouTube page at 8 a.m. Wednesday.
• The Wal-Mart in Summerfield will be closed Wednesday and reopen at 6 a.m. Thursday.
• The Publix in Mulberry Grove Plaza is opening at noon Wednesday. All other Publix stores in The Villages area have normal hours. 

Sumter County:

• Grace Tabernacle in Wildwood/South Villages has canceled its 6:30 p.m. Wednesday service.
• Oxford United Methodist Church has canceled its women's Bible study and GriefShare gatherings for Wednesday.
• Wildwood United Methodist Church's office will close Wednesday.
• Sumter County School District schools will have no school for students Wednesday and Thursday.
• Board of County Commissioners’ Offices closed Wednesday. 
• Clerk of the Courts Offices closed Wednesday
• Library System (all locations) closed Wednesday
• Property Appraiser Offices closed Wednesday
• Supervisor of Elections Offices closed Wednesday
• Tax Collector Offices closed Wednesday
• Veterans Services Offices closed Wednesday
• United Church of Christ of The Villages in Oxford has canceled its Wednesday choir practice.
• New Life Christian in Wildwood will have its offices closed on Wednesday.
• Encounter Church in Wildwood has canceled its Wednesday night service, all midweek Bible studies and Free in Christ 12 Step meeting.
• Wildwood City Hall and department offices are closed through Wednesday. City-contracted trash collection Friday service will be delayed until Saturday this week.
• Rock of Ages Lutheran Church in Wildwood will be closed Wednesday.
• First Baptist Church of Oxford will be closed Wednesday.
• Immanuel Baptist Church in Oxford has canceled its prayer meeting for 5 p.m. Wednesday, and its offices will be closed that day.
• Live Oaks Community Church in Oxford and Wildwood will close its offices Wednesday.
• First Presbyterian Church of Wildwood will be closed Wednesday.
• St. Vincent de Paul Catholic Church in Wildwood will be closed Wednesday. The church's daily Mass at 8 a.m. will not take place.
• Hope Community Church in Wildwood will be closed Wednesday
• First Christian Church Disciples of Christ will be closed Wednesday.
• The Florida National Cemetery is closed Wednesday. 
• Sunset Park's Mercy Pointe Church in Wildwood has canceled its 6:30 p.m. Wednesday worship service.
• Oxford Assembly of God will not hold its 7 p.m. worship service Wednesday. In addition, the church's offices will be closed and no small groups and activities will take place.
• Adamsville Baptist Church in Wildwood has closed its offices and canceled all activities for Wednesday.
• Wildwood Police Department's offices will be closed Wednesday.

 

Lake County: 

• Lake County Schools will be closed Wednesday.
• Freedom Christian Academy, located on the campus of Connection Point Church in Fruitland Park, will not have classes  on Wednesday with school offices closed.
• Community United Methodist Church in Fruitland Park will be closed all day Wednesday.
• All Lake Sumter State College Campuses will close through Wednesday.
• The Florida Department of Health in Lake County Offices will be closed on Wednesday.
• North Lake Presbyterian in Lady Lake will close its offices and Little Blessings Preschool on Wednesday.
• Lady Lake United Methodist Church will have its office closed on Wednesday. The church's Mary Martha Circle lunch, scheduled for Wednesday, has been postponed.
• Trinity Assembly of God in Fruitland Park will close its offices and Early Learning Center Wednesday.
• Lady Lake Town Hall will be closed on Wednesday. The budget workshop scheduled for 2:30 p.m. Wednesday has been rescheduled for Thursday at 4:30 p.m.
• Lake County libraries will be closed on Wednesday.
• Lady Lake waste management operations will not initiate collection operations on Wednesday.
• All offices of the Lake County Clerk of the Circuit Court & Comptroller will be closed Wednesday.
• Northside Christian Church in Fruitland Park will not have Wednesday night Bible study and will close its offices Wednesday.
• Unity Spiritual Center in Fruitland Park will close its offices to the public Wednesday.
• Heritage Community Church in Fruitland Park has canceled office hours and all church activities for Wednesdays. The church's Beyond the Walls Food Pantry will also be closed on Wednesday.
• Life Church Assembly of God in Fruitland Park will be closed Wednesday with the 7 p.m. Wednesday night worship service canceled.
• All offices at First Baptist Church of Leesburg's three campuses in Leesburg and Fruitland Park will be closed Wednesday and all activities scheduled that day are canceled.

Sanitation schedule: 
• Village Community Development Districts one to 11 located in Sumter County, Marion County or Fruitland Park portions of The Villages, there are no changes to the normal sanitation schedule.
• Village Community Development Districts 12, 13, 14 and Middleton residents who normally receive collection on Thursday will be serviced on Friday and residents who normally receive collection on Friday will be serviced on Saturday.
• The Town of Lady Lake portion of The Villages residents who normally receive collection on Thursday will be serviced on Friday and residents who normally receive collection on Friday will be serviced on Saturday.
• The Lake County portion of The Villages (not including Districts 11 and 14), there will be no sanitation collection on Wednesday. Residents who normally receive collection on Wednesday will be serviced on Thursday. Residents who normally receive collection on Thursday will be serviced on Friday. Residents who normally receive collection on Friday will be serviced on Saturday.", ,no longer populated,,2023-08-28T16:29:43.000Z,post data removed,,32,14,5,0,,
